Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
36,journalArticle,2014,"Dubois, Elizabeth; Gaffney, Devin",The Multiple Facets of Influence: Identifying Political Influentials and Opinion Leaders on Twitter.,American Behavioral Scientist,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=97727009&site=ehost-live,"This study compares six metrics commonly used to identify influential players in two of Canada’s largest political Twitter communities based on the users, and ranking order of users, identified by each metric. All tweets containing the hashtag #CPC, representing the Conservative Party of Canada (government), and #NDP, representing the New Democratic Party of Canada (official opposition), were collected over a 2-week period in March 2013 and a follower network graph was created. Social network analysis and content analysis were employed to identify influentials. Kendall’s τ was the primary quantitative measure for comparison. Categorization of Twitter profiles of users found within the top 20 most influential lists, according to each metric of influence, made up the qualitative portion of analysis. The authors find that measures of centrality—indegree and eigenvector centrality—identify the traditional political elite (media outlets, journalists, politicians) as influential, whereas measures considering the quality of messages and interactions provide a different group of influencers, including political commentators and bloggers. Finally, the authors investigate the possibility of using the local clustering coefficient of nodes to identify those who are both aware of the traditional elite and embedded in tightly knit communities, similar to the “opinion leader,” described in the Two-Step Flow Hypothesis. [ABSTRACT FROM PUBLISHER]",Social media; Twitter (Web resource); Twitter; Content analysis; Social network analysis; social media; Online social networks; social network analysis; Computer network resources; Trend setters; Social influence; online communities; Canadian politics & government; influence,SocIndex,352,,,,,,,
1348,journalArticle,2011,"Hargittai, Eszter; Litt, Eden",The tweet smell of celebrity success: Explaining variation in Twitter adoption among a diverse group of young adults.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=63648239&site=ehost-live,"The article analyzes what explains the uptake of Twitter during the year when the site enjoyed considerable increase in use, focusing on longitudinal data that surveyed 505 diverse young American adults about their Internet uses in 2009 and 2010. Results reveal that African Americans are most likely to use the service compared with those with higher Internet skills. The findings also indicate that a significant predictor of Twitter adoption has been an interest in celebrity and entertainment news. In addition, results show that interest in local and national news, international news, and politics fails to demonstrate any relationship to Twitter use in this population segment.",Microblogs; United States; Computer network resources; Internet; Celebrities; African Americans; Internet users; Reporters & reporting,SocIndex,352,,,,,,,
1700,journalArticle,2012,"Costanza-Chock, S",Mic Check! Media Cultures and the Occupy Movement,SOCIAL MOVEMENT STUDIES,10.1080/14742837.2012.710746,,"Scholars and activists have hotly debated the relationship between social media and social movement activity during the current global cycle of protest. This article investigates media practices in the Occupy movement and develops the concept of social movement media cultures: the set of tools, skills, social practices and norms that movement participants deploy to create, circulate, curate and amplify movement media across all available platforms. The article posits three key areas of inquiry into social movement media cultures, and explores them through the lens of the Occupy movement: (1) What media platforms, tools and skills are used most widely by movement participants? (Practices); (2) What role do experienced practitioners play in movement media practices? (Expertise); and (3) In what ways does the movement media culture lean toward open or participatory, and in what ways toward closed or top-down? (Open/Closed). Insight into the media culture of the Occupy movement is based on mixed qualitative and quantitative methods, including semi-structured interviews, participant observation, visual research and participation in Occupy Hackathons, as well as the Occupy Research General Demographic and Political Participation Survey, a database of approximately 1200 local Occupy sites, and a dataset of more than 13 million Occupy-related tweets. The findings will be of interest to both scholars and movement participants.",ICTs; Occupy; media cultures; media practices,WOS,350,,,,,,,
571,journalArticle,2012,"Bruns, A",HOW LONG IS A TWEET? MAPPING DYNAMIC CONVERSATION NETWORKS ON TWITTER USING GAWK AND GEPHI,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2011.635214,,"Twitter is now well established as the world's second most important social media platform, after Facebook. Its 140-character updates are designed for brief messaging, and its network structures are kept relatively flat and simple: messages from users are either public and visible to all (even to unregistered visitors using the Twitter website), or private and visible only to approved 'followers' of the sender; there are no more complex definitions of degrees of connection (family, friends, friends of friends) as they are available in other social networks. Over time, Twitter users have developed simple, but effective mechanisms for working around these limitations: '#hashtags', which enable the manual or automatic collation of all tweets containing the same #hashtag, as well allowing users to subscribe to content feeds that contain only those tweets which feature specific #hashtags; and '@replies', which allow senders to direct public messages even to users whom they do not already follow. This paper documents a methodology for extracting public Twitter activity data around specific #hashtags, and for processing these data in order to analyse and visualize the @reply networks existing between participating users - both overall, as a static network, and over time, to highlight the dynamic structure of @reply conversations. Such visualizations enable us to highlight the shifting roles played by individual participants, as well as the response of the overall #hashtag community to new stimuli - such as the entry of new participants or the availability of new information. Over longer timeframes, it is also possible to identify different phases in the overall discussion, or the formation of distinct clusters of preferentially interacting participants.",media studies; social networking; research methodology; web 2.0; communication studies; computer-mediated communication,WOS,341,,,,,,,
2022,journalArticle,2014,"Fuchs, Christian",Digital prosumption labour on social media in the context of the capitalist regime of time.,Time & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94842040&site=ehost-live,"So-called social media such as Facebook, Twitter, YouTube, Weibo and LinkedIn are an expression of changing regimes of time in capitalist society. This paper discusses how corporate social media are related to the capitalist organization of time and the changes this organization is undergoing. It uses social theory for conceptualizing changes of society and its time regime and how these changes shape social media. These changes have been described with notions such as prosumption, consumption labour, play labour (playbour) and digital labour. The paper contextualizes digital labour on social media with the help of a model of society that distinguishes three subsystems (the economy, politics, culture) and three forms of power (economic, political, culture). In modern society, these systems are based on the logic of the accumulation of power and the acceleration of accumulation. The paper discusses the role of various dimensions of time in capitalism with the help of a model that is grounded in Karl Marx’s works. It points out the importance of the category of time for a labour theory of value and a digital labour theory of value. Social media are expressions of the changing time regimes that modern society has been undergoing, especially in relation to the blurring of leisure and labour time (play labour), production and consumption time (prosumption), new forms of absolute and relative surplus value production, the acceleration of consumption with the help of targeted online advertising and the creation of speculative, future-oriented forms of fictitious capital. [ABSTRACT FROM AUTHOR]",Social media; Social theory; Twitter; social media; Facebook (Web resource); Facebook; Weibo; Google; YouTube; Modern society; time; Investors; capitalism; digital labour theory of value; Karl Marx,SocIndex,330,,,,,,,
258,journalArticle,2019,"Waitkuweit, Kevin Hans",Tweets from the Flock: A Proposal for a Holistic Analysis of Social Movements via Twitter.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141309847&site=ehost-live,"Newspaper data in social movements research is often plagued with concerns of a selection bias in what the newspapers report. Despite these critiques, the use of alternative sources for news data has been limited to mixed-methods of interviewing or surveying participants. However, the use of alternative media sources that place newspapers on the same level as other possible reporters of social movement activity is available. Social media, such as Twitter, contains accounts from traditional news sources such as newspapers and television stations, in addition to accounts from social movement entities themselves. Thus, through placing the various aforementioned groups' Twitter accounts under analysis to examine the tweets that each group posts in relation to social movement activities, the biases of each respective organization are checked. As such, this study conducted an analysis on a local Black Lives Matter (BLM) chapter in Norfolk, Virginia and analyzed 30 twitter accounts from various originations in Norfolk from the years of 2013 to 2018 to monitor the references of BLM's related activity in the city. My findings demonstrate that there is a difference in how BLM events are covered by organizations. Moreover, through the use of multiple accounts from a variety of different participants, the biases in reporting information on the social movement that each organization might have are counteracted by the other accounts that are analyzed. Future applications for this work include using it with other methods for analyzing movements such as interviews and surveys or to provide an alternative to newspaper analysis. [ABSTRACT FROM AUTHOR]",Attribution of news; Social movements; Social science research; Reporters & reporting; Norfolk (Va.); Television stations; United States. Bureau of Land Management,SocIndex,326,,,,,,,
1403,journalArticle,2018,"Freelon, Deen; McIlwain, Charlton; Clark, Meredith",Quantifying the power and consequences of social media protest.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=128398021&site=ehost-live,"The exercise of power has been an implicit theme in research on the use of social media for political protest, but few studies have attempted to measure social media power and its consequences directly. This study develops and measures three theoretically grounded metrics of social media power—unity, numbers, and commitment—as wielded on Twitter by a social movement (Black Lives Matter [BLM]), a counter-movement (political conservatives), and an unaligned party (mainstream news outlets) over nearly 10 months. We find evidence of a model of social media efficacy in which BLM predicts mainstream news coverage of police brutality, which in turn is the strongest driver of attention to the issue from political elites. Critically, the metric that best predicts elite response across all parties is commitment. [ABSTRACT FROM AUTHOR]",Social media; Twitter; Communication; Political parties; Public demonstrations; social movements; protest; Police brutality; connective action; Black Lives Matter; computational methods,SocIndex,325,,,,,,,
1366,journalArticle,2014,"Penney, Joel; Dadas, Caroline",(Re)Tweeting in the service of protest: Digital composition and circulation in the Occupy Wall Street movement.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=93923490&site=ehost-live,"Based on 17 in-depth interviews with people involved in the Occupy Wall Street (OWS) movement, we present a typology of how Twitter is used in the service of protest that draws attention to its utilization in conjunction with face-to-face actions. The OWS case study demonstrates how the rapid digital circulation of texts allows protestors to quickly build a geographically dispersed, networked counterpublic that can articulate a critique of power outside of the parameters of mainstream media. Furthermore, we find that the relay of pre-existing material was perceived to be just as meaningful a form of participation as drafting original compositions. By including these forwarding activities in their online efforts, these Twitter users worked to expand the circulation of information building and sustaining an OWS counterpublic. However, dependence on this external platform leaves protestors vulnerable to restrictions on their ability to communicate, as well as to unwanted surveillance from potentially hostile authorities. [ABSTRACT FROM PUBLISHER]",Twitter (Web resource); Twitter; United States; social media; Public demonstrations; social movements; Occupy Wall Street protest movement; Social media research; online activism; Internet users -- Research; Digital rhetoric and composition,SocIndex,311,,,,,,,
875,journalArticle,2017,"Groshek, Jacob; Koc-Michalska, Karolina","Helping populism win? Social media use, filter bubbles, and support for populist presidential candidates in the 2016 US election campaign.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=123602612&site=ehost-live,"Undoubtedly, populist political candidates from the right and the left, including Donald Trump and Bernie Sanders, changed the tenor and direction of the 2016 presidential contest in the US. Much like Barack Obama’s electoral successes that were credited at least in part to his savvy social media campaigning in 2008 and 2012, since Trump’s victory, the notion that social media ‘helped him win’ has been revitalized, even by Trump himself [McCormick, R. (2016a). Donald Trump says Facebook and Twitter ‘helped him win’.The Verge. Retrieved fromhttp://www.theverge.com/2016/11/13/13619148/trump-facebook-twitter-helped-win]. This study therefore explores citizen support for populist and establishment candidates across the ideological spectrum in the US to specifically examine if using social media was related to an increased likelihood of supporting populist presidential political candidates, including Trump. Differing forms of active, passive, and uncivil social media were taken into account and the findings suggest active social media use for politics was actually related to less support for Republican populists, such as Trump, but that forms of both passive or uncivil social media use were linked to an increase in the likelihood of support to a level roughly equivalent to that of the traditional television viewing. These patterns are almost the inverse of support for Democratic populists, in this case namely Sanders. [ABSTRACT FROM AUTHOR]","Social media; social media; Trump; Populism; Presidential candidates; elections; Political candidates; Trump, Donald, 1946-; United States presidential election, 2016; campaigns; president",SocIndex,300,,,,,,,
429,journalArticle,2017,"Brown, M; Ray, R; Summers, E; Fraistat, N",#SayHerName: a case study of intersectional social media activism,ETHNIC AND RACIAL STUDIES,10.1080/01419870.2017.1334934,,"Social media activism presents sociologists with the opportunity to develop a deeper understanding of how groups form and sustain collective identities around political issues throughout the course of a social movement. This paper contributes to a growing body of sociological literature on social media by applying an intersectional framework to a content analysis of over 400,000 tweets related to #SayHerName. Our findings demonstrate that Twitter users who identified with #SayHerName engage in intersectional mobilization by highlighting Black women victims of police violence and giving attention to intersections with gender identity. #SayHerName is a dialogue that centres Black cisgender and transgender women victims of state-sanctioned violence. Additionally, #SayHerName is a space for highlighting Black women victims of non-police violence. Therefore, we propose that future research on social media activism should incorporate intersectionality as a basis for understanding the symbols and language of twenty-first century social movements.",social media; PROTEST; social movements; OCCUPY WALL-STREET; transgender; activism; Black women; #SayHerName; intersectionality; TWITTER; ETHNOGRAPHY,WOS,292,,,,,,,
570,journalArticle,2011,"Hutchins, B","THE ACCELERATION OF MEDIA SPORT CULTURE Twitter, telepresence and online messaging",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2010.508534,,"There has been a rapid and widespread increase in the use of the micro-blogging and social networking platform Twitter (http://twitter.com) by professional athletes, sports clubs, leagues and fans. For instance, 'tweets' or messages of up to 140 characters offer high-profile athletes like Lance Armstrong (cycling), Serena Williams (tennis), Usain Bolt (track and field), Lote Tuqiri (rugby) and Shaquille O'Neal (basketball) the ability to communicate instantaneously with fans, friends and observers, bypassing the gate-keeping functions of journalists, publicists and sports officials. 'Tweeting' has added an unpredictable and occasionally controversial dimension to the types of public expression, promotion and representation associated with media sport. This paper argues that Twitter fits within a range of internet-based and mobile communications practices, including text messaging and instant messaging, that are evidence of an accelerated information order in which telepresence - 'keeping in touch' without literally being in touch - is a pervasive feature. The existence of this order highlights important changes in both the production and consumption of media content, and necessitates a shift away from broadcast-centric understandings of media sport towards those that properly acknowledge the increasing significance of networked digital communications.",journalism; Web 2.0; social networking; media sport cultural complex; mobile communications; SPEED; sport media,WOS,290,,,,,,,
1375,journalArticle,2010,"Arceneaux, Noah; Weiss, Amy Schmitz","Seems stupid until you try it: press coverage of Twitter, 2006-9.",New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=56473544&site=ehost-live,"While critics of Twitter, the most popular microblogging application, dismiss the service as frivolous, proponents tout a variety of educational, political and commercial uses. Drawing from social construction theories of technology, this research uses the grounded theory approach to analyze press coverage of this emerging technology from 2006 through the first months of 2009. While the specifics of Twitter may be new, this research demonstrates that the public response to this web tool is similar to the public reaction to earlier communication technologies including the telegraph, radio and the internet. Despite vocal skepticism from some, the research shows newspapers, magazines and blogs have promoted and actively encouraged Twitter’s diffusion. [ABSTRACT FROM PUBLISHER]",Microblogs; Twitter; Newspapers; Online social networks; Technological innovations; Research; microblogging; diffusion of innovations; Grounded theory; Periodicals; social construction of technology; Social constructionism,SocIndex,288,,,,,,,
125,journalArticle,2011,"Mansson, M",MEDIATIZED TOURISM,ANNALS OF TOURISM RESEARCH,10.1016/j.annals.2011.02.008,,"This article aims to apply convergence, a new media concept, to tourism studies in order to enhance the understanding of tourists' agency in destination marketing. Tourists create media products/images which circulate online through various channels like social media. These products are then available for consumption by other tourists, which in turn influences new media products. They all become part of destination marketing processes. Further, by applying convergence to social media networks (Facebook, Twitter, blogs, You Tube and Flickr) related to Rosslyn Chapel and 'The Da Vinci Code', this article shows how tourists are active, alone or in collaboration, in an ongoing consumption and production process relating to tourist spaces.",social media; popular culture; new media; convergence; PLACES; The Da Vinci Code,WOS,286,,,,,,,
643,journalArticle,2016,"Jackson, SJ; Welles, BF",#Ferguson is everywhere: initiators in emerging counterpublic networks,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2015.1106571,,"On the afternoon of 9 August 2014, 18-year-old Michael Mike' Brown was shot and killed by Officer Darren Wilson in the small American city of Ferguson, Missouri. Brown's body lay in the street for four and a half hours, and during that time, his neighbors and friends took to social media to express fear, confusion, and outrage. We locate early tweets about Ferguson and the use of the hashtag #Ferguson at the center of a counterpublic network that provoked and shaped public debates about race, policing, governance, and justice. Extending theory on networked publics, we examine how everyday citizens, followed by activists and journalists, influenced the #Ferguson Twitter network with a focus on emergent counterpublic structure and discursive strategy. We stress the importance of combining quantitative and qualitative methods to identify early initiators of online dissent and story framing. We argue that initiators and their discursive contributions are often missed by methods that collapse longitudinal network data into a single snapshot rather than investigating the dynamic emergence of crowdsourced elites over time.",SOCIAL MEDIA; policing; discourse analysis; network analysis; COMMUNICATION; Ferguson; PUBLIC SPHERE; networked counterpublics; Social media activism; TWITTER,WOS,283,,,,,,,
604,journalArticle,2017,"Bracciale, R; Martella, A",Define the populist political communication style: the case of Italian political leaders on Twitter,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1328522,,"In the hybrid media system, many processes are reforming political communication: popularisation, disintermediation, personalisation, intimisation and of course populism. This study proposes an empirical definition of political communication style with the aim of identifying characteristics of the populist political communication style. Between 2015 and 2016, the Twitter timelines of the main political leaders in Italy were analysed for 16 months. Applying an MCA allowed us to identify two key factors that characterise the communication styles of leaders: (1) communication mode, comparing negative and positive; and (2) communicative focus, comparing personalisation and political/campaign. The intersection of these two factors resulted in four different political communication styles: Engaging', Intimate', Champion of the people' and Man of the street'. The latter two were clearly characterised by the presence of populist ideology fragments and traits, but were not strictly related to the leaders' ideological positions. This result supports the hypothesis that populist style is less and less connected to the right/left political cleavage, but rather the result of a varied combination of gradations that mix different individual aspects of the leader's political communication style.",MEDIA; Twitter; political leaders; Populism; DISCOURSE; DEMOCRACY; PEOPLE; VOTERS; OPPOSITION; CHALLENGE; political communication style; popularisation; RIGHT-WING POPULIST,WOS,280,,,,,,,
1709,journalArticle,2014,"González-Bailón, Sandra; Wang, Ning; Rivero, Alejandro; Borge-Holthoefer, Javier; Moreno, Yamir",Assessing the bias in samples of large online networks.,Social Networks,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=95722604&site=ehost-live,Highlights: [•] We compare three samples of Twitter data collected through the search and streaming APIs. [•] We assess differences in reconstructed networks of communication (RTs and mentions). [•] Both sample size and boundary specification introduce network bias. [•] The bias is stronger for mention networks than for networks of RTs. [ABSTRACT FROM AUTHOR],Social media; Twitter (Web resource); Twitter; Communication; Online social networks; Political communication; Acquisition of data; Comparative studies; Graph comparison; Measurement error; Social protests,SocIndex,272,,,,,,,
1019,journalArticle,2018,"Caliandro, A",Digital Methods for Ethnography: Analytical Concepts for Ethnographers Exploring Social Media Environments,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,10.1177/0891241617702960,,"The aim of this article is to introduce some analytical concepts suitable for ethnographers dealing with social media environments. As a result of the growth of social media, the Internet structure has become a very complex, fluid, and fragmented space. Within this space, it is not always possible to consider the classical online community as the privileged field site for the ethnographer, in which s/he immerses him/herself. Differently, taking inspiration from some methodological principles of the Digital Methods paradigm, I suggest that the main task for the ethnographer moving across social media environments should not be exclusively that of identifying an online community to delve into but of mapping the practices through which Internet users and digital devices structure social formations around a focal object (e.g., a brand). In order to support the ethnographer in the mapping of social formations within social media environments, I propose five analytical concepts: community, public, crowd, self-presentation as a tool, and user as a device.",FACEBOOK; social media; INTERNET; digital methods; YOUTUBE; community; virtual ethnography; CONSUMPTION; public; crowd; TWITTER; STRATEGY; ACCOUNT; CROWDS; multisited ethnography; NETWORKED PUBLICS; PLATFORMS,WOS,267,,,,,,,
621,journalArticle,2014,"Sutton, J; Spiro, ES; Johnson, B; Fitzhugh, S; Gibson, B; Butts, CT",Warning tweets: serial transmission of messages during the warning phase of a disaster event,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.862561,,"Serial transmission - the passing on of information from one source to another - is a phenomenon of central interest in the study of informal communication in emergency settings. Microblogging services such as Twitter make it possible to study serial transmission on a large scale and to examine the factors that make retransmission of messages more or less likely. Here, we consider factors predicting serial transmission at the interface of formal and informal communication during disaster; specifically, we examine the retransmission by individuals of messages (tweets) issued by formal organizations on Twitter. Our central question is the following: How do message content, message style, and public attention to tweets relate to the behavioral activity of retransmitting (i.e. retweeting) a message in disaster? To answer this question, we collect all public tweets sent by a set of official government accounts during a 48-hour period of the Waldo Canyon wildfire. We manually code tweets for their thematic content and elements of message style. We then create predictive models to show how thematic content, message style, and changes in number of Followers affect retweeting behavior. From these predictive models, we identify the key elements that affect public retransmission of messages during the emergency phase of an unfolding disaster. Our findings suggest strategies for designing and disseminating messages through networked social media under periods of imminent threat.",Twitter; social media; COMMUNICATION; online communication; networks; disaster; warning,WOS,266,,,,,,,
1842,journalArticle,2017,"McCormick, TH; Lee, H; Cesare, N; Shojaie, A; Spiro, ES",Using Twitter for Demographic and Social Science Research: Tools for Data Collection and Processing,SOCIOLOGICAL METHODS & RESEARCH,10.1177/0049124115605339,,"Despite recent and growing interest in using Twitter to examine human behavior and attitudes, there is still significant room for growth regarding the ability to leverage Twitter data for social science research. In particular, gleaning demographic information about Twitter usersa key component of much social science researchremains a challenge. This article develops an accurate and reliable data processing approach for social science researchers interested in using Twitter data to examine behaviors and attitudes, as well as the demographic characteristics of the populations expressing or engaging in them. Using information gathered from Twitter users who state an intention to not vote in the 2012 presidential election, we describe and evaluate a method for processing data to retrieve demographic information reported by users that is not encoded as text (e.g., details of images) and evaluate the reliability of these techniques. We end by assessing the challenges of this data collection strategy and discussing how large-scale social media data may benefit demographic researchers.",Twitter; attitudes; ATTRACTIVENESS; data collection; demographics; DESIRABILITY; population,WOS,258,,,,,,,
272,journalArticle,2013,"Sutton, Jeannette N.; Spiro, Emma S.; Johnson, Britta; Fitzhugh, Sean M.; Gibson, Ben; Butts, Carter T.",Warning Tweets: Serial Transmission of Warning Messages during a Disaster Event.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111792726&site=ehost-live,"In this paper we address the following research question: How does message content, message style, and public attention to tweets relate to the behavioral activity of retweeting a warning message in disaster? To answer this question, we collect tweets from a set of official government accounts during a 48 hour period of the Waldo Canyon wildfire. We code tweets for their thematic content and elements of message style. We then create predictive models to show how thematic content affects retweeting behavior, message style affects retweeting behavior, and how increasing the number of followers affects retweeting behavior. From these predictive models, we identify the key elements that will affect public behaviors of passing along messages during a high crisis period in disaster. The outcomes are useful for guidance on strategies for designing and disseminating messages through networked social media under periods of imminent threat. [ABSTRACT FROM AUTHOR]",,SocIndex,257,,,,,,,
685,journalArticle,2014,"Mico, JL; Casero-Ripolles, A",Political activism online: organization and media relations in the case of 15M in Spain,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.830634,,"The Internet is causing major changes in the field of political activism. One particularly significant case is the 15M movement, which emerged from a popular initiative organized in several Spanish cities in 2011. Based on the analysis of these protests as a case study, this paper has two aims: first, to examine the role of digital technology - websites and social networks - in the online organization of political activism; second, to analyse the relationships established between the conventional media on the one hand and activists on the other. The methodology combines the technique of in-depth interviews and qualitative analysis of reports, working papers and file data about 15M. The findings show an intensive use of digital technology by activists, both of their own social networks (for example, N-1) and commercial ones (Facebook or Twitter). These digital tools enabled them to disseminate their own information and optimize their internal organization. The indignados established an interplay between online activism and offline actions. Digital technology facilitated the organization of the mass gatherings in the streets. The possession of communicative and technical skills played an important part in organizing 15M. On the other hand, the relationship between journalists and activists was a difficult one. The indignados did not follow the established patterns of the journalists' work routines. The latter had to resort to the demonstrators' websites and social networks to obtain information. The activists recognize that the conventional media were crucial to the protests achieving a widespread impact in the news.",MOBILIZATION; SOCIAL MEDIA; INTERNET; PARTICIPATION; PROTEST; social movements; politics; COMMUNICATION; ICTs; media studies; MOVEMENTS; REPERTOIRES,WOS,256,,,,,,,
1261,journalArticle,2010,"Napoli, Philip M.",Revisiting 'mass communication' and the 'work' of the audience in the new media environment.,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=51197245&site=ehost-live,"In this article, the author discusses the mass communication and the roles of audience in the media environment. The author states that the approach to mass communication can be expressed in a strong conceptualization of the idea of the mass, wherein the mass refers to the senders and receivers of information. He says that the communication dynamics which were shown in Web 2.0 applications including YouTube, Facebook, MySpace, and Twitter highlights an approach to mass communication.",Social media; Communication; Mass media; Web 2.0; Computer networks; Mass media audiences,SocIndex,251,,,,,,,
970,journalArticle,2012,"Comunello, Francesca; Anzera, Giuseppe",Will the revolution be tweeted? A conceptual framework for understanding the social media and the Arab Spring.,Islam & Christian-Muslim Relations,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=82153309&site=ehost-live,"The goal of this article is to build a conceptual framework for understanding the role of social media in the so-called ‘Arab Spring’, considering two different disciplinary perspectives: International Relations and Internet Studies. More specifically, it relies on literature on Middle Eastern political systems and on social network sites. It also refers to literature that examines the relationship between (social) media engagement and civic engagement. Building on this foundation, the article analyses the main attempts to evaluate the ‘impact’ of social media on the ‘Arab Spring’ from specific perspectives. Commentators have tended to adopt a dichotomous vision of the topic, either emphasizing the ‘revolutionary’ role of social media or totally minimizing its role; this article defines them as digital evangelists and techno-realists respectively. In order to prove their point of view, both sides focus on the same issues. The study critically analyses the main issues, discussing how they have been interpreted by both digital evangelists and techno-realists. Through a multidisciplinary framework, it proposes a more nuanced picture of the relationship between the social media and the ‘Arab Spring’. [ABSTRACT FROM AUTHOR]","Social media; Microblogs; social media; Arab Spring; Political systems; Arab countries; Arab Spring Uprisings, 2011-; international relations; digital evangelists; internet studies; Islam & international relations; Service learning; techno-realists",SocIndex,250,,,,,,,
1858,journalArticle,2013,"Sloan, L; Morgan, J; Housley, W; Williams, M; Edwards, A; Burnap, P; Rana, O",Knowing the Tweeters: Deriving Sociologically Relevant Demographics from Twitter,SOCIOLOGICAL RESEARCH ONLINE,10.5153/sro.3001,,"A perennial criticism regarding the use of social media in social science research is the lack of demographic information associated with naturally occurring mediated data such as that produced by Twitter. However the fact that demographics information is not explicit does not mean that it is not implicitly present. Utilising the Cardiff Online Social Media Observatory (COSMOS) this paper suggests various techniques for establishing or estimating demographic data from a sample of more than 113 million Twitter users collected during July 2012. We discuss in detail the methods that can be used for identifying gender and language and Illustrate that the proportion of males and females using Twitter in the UK reflects the gender balance observed in the 2011 Census. We also expand on the three types of geographical information that can be derived from Tweets either directly or by proxy and how spatial information can be used to link social media with official curated data. Whilst we make no grand claims about the representative nature of Twitter users in relation to the wider UK population, the derivation of demographic data demonstrates the potential of new social media (NSM) for the social sciences. We consider this paper a clarion call and hope that other researches test the methods we suggest and develop the further.",Twitter; CRISIS; Demographics; GENDER IDENTIFICATION; New Social Media; PRIVACY; Sampling; Social Media Analytics; Social Science,WOS,248,,,,,,,
20,journalArticle,2018,"Chetty, Naganna; Alathur, Sreejith",Hate speech review in the context of online social networks.,Aggression & Violent Behavior,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=129735737&site=ehost-live,"Advances in Internet Technologies (ITs) and online social networks have made more benefits to humanity. At the same time, the dark side of this growth/benefit has led to increased hate speech and terrorism as most common and powerful threats globally. Hate speech is an offensive kind of communication mechanism that expresses an ideology of hate using stereotypes. Hate speech targets different protected characteristics such as gender, religion, race, and disability. Control of hate speech can be made using different national and international legal frameworks. Any intentional act directed against life or related entities causing a common danger is known as terrorism. There is a common practice of discussing or debating hate speech and terrorism separately. In the recent past, most of the research articles have discussed either hate speech or terrorism. Hate speech is a type of terrorism and follows an incident or trigger event of terrorism. Online social networks are the result of ITs and evolved rapidly through the popularity among youth. As both the activities are near to close and makes use of online social networks, the collective discussion is appropriate. Therefore we have a review on hate speech with different classes and terrorism with cyber use in the framework of online social networks. With the help of combined effort from the government, the Internet Service Providers (ISPs) and online social networks, the proper policies can be framed to counter both hate speech and terrorism efficiently and effectively. [ABSTRACT FROM AUTHOR]",Social networks; Conceptual structures; Communication; Online social networks; Discussion; Terrorism; Hate speech; Behavior; Debate; Race; Sex distribution; Extremism; Religion; Cyberbullying; Cyberterrorism; Hate crime; Behavior disorders; People with intellectual disabilities; Free speech; Internet service providers; Invective; Public administration; Twitter and Facebook,SocIndex,244,,,,,,,
